P_ID,P_ID2,Valve Size,Co-efficients,10,20,30,40,50,60,70,80,90,100
globe#ac_trim#linear#over#900,globe#ac_trim#linear#over#900#6#4#4.5625,6,FL,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
globe#ac_trim#linear#over#900,globe#ac_trim#linear#over#900#6#4#4.5625,6,Xt,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
globe#ac_trim#linear#over#900,globe#ac_trim#linear#over#900#6#4#4.5625,6,Fd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#1#1.5#0.875,1,Cv,0.163,0.836,1.8,2.74,3.64,4.51,5.36,6.18,6.91,7.3
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#1#1.5#0.875,1,FL,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#1#1.5#0.875,1,Xt,1,1,1,1,1,1,1,1,1,1
globe#ac_trim#linear#over#1500,"globe#ac_trim#linear#over#1500#1#1.5#,875",1,Fd,1,1,1,1,1,1,1,1,1,1
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#2#2#2,2,Cv,1.07,1.97,3.29,4.86,6.58,8.36,10.1,11.7,13,14
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#2#2#2,2,FL,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#2#2#2,2,Xt,1,1,1,1,1,1,1,1,1,1
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#2#2#2,2,Fd,1,1,1,1,1,1,1,1,1,1
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#3#2#2.5,3,Cv,1.46,4.98,9.24,13.2,17,20.7,24.7,28.5,31.9,34.4
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#3#2#2.5,3,FL,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#3#2#2.5,3,Xt,1,1,1,1,1,1,1,1,1,1
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#3#2#2.5,3,Fd,1,1,1,1,1,1,1,1,1,1
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#4#2#3.6,4,Cv,2.35,6.4,10.4,14.3,18.3,22.3,26.2,30.1,33.9,37.7
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#4#2#3.6,4,FL,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#4#2#3.6,4,Xt,1,1,1,1,1,1,1,1,1,1
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#4#2#3.6,4,Fd,1,1,1,1,1,1,1,1,1,1
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#4#3#3.4375,4,Cv,2.61,9.01,15.6,21.8,28.3,34.8,40.4,46.4,52.2,58.1
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#4#3#3.4375,4,FL,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#4#3#3.4375,4,Xt,1,1,1,1,1,1,1,1,1,1
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#4#3#3.4375,4,Fd,1,1,1,1,1,1,1,1,1,1
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#6#4#5.25,6,Cv,7.5,20.7,33.8,47,60.1,73.3,87,100,112,123
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#6#4#5.25,6,FL,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#6#4#5.25,6,Xt,1,1,1,1,1,1,1,1,1,1
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#6#4#5.25,6,Fd,1,1,1,1,1,1,1,1,1,1
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#6#3#5.4,6,Cv,7.12,16.1,25,33.8,42.7,51.5,60.2,68.9,77.5,86.1
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#6#3#5.4,6,FL,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#6#3#5.4,6,Xt,1,1,1,1,1,1,1,1,1,1
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#6#3#5.4,6,Fd,1,1,1,1,1,1,1,1,1,1
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#2#2#1,2,Cv,0.272,1.1,1.98,2.82,3.63,4.46,5.3,6.07,6.61,6.73
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#2#2#1,2,FL,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#2#2#1,2,Xt,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#2#2#1,2,Fd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#3#2.5#1.875,3,Cv,0.747,2.02,3.92,6.15,8.01,9.5,11,12.8,14.9,16.5
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#3#2.5#1.875,3,FL,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#3#2.5#1.875,3,Xt,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#3#2.5#1.875,3,Fd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#4#3#2.875,4,Cv,2.8,5.5,8.3,11,13.9,16.7,19.4,22.2,25,27.8
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#4#3#2.875,4,FL,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#4#3#2.875,4,Xt,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#4#3#2.875,4,Fd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#6#4#4.5625,6,Cv,6.1,13.2,19.8,26.1,34.1,41.5,48.2,54.5,60.9,65
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#6#4#4.5625,6,FL,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#6#4#4.5625,6,Xt,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
globe#ac_trim#linear#over#1500,globe#ac_trim#linear#over#1500#6#4#4.5625,6,Fd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
globe#ac_trim#linear#over#2500,globe#ac_trim#linear#over#2500#2#2#1,2,Cv,0.272,1.1,1.98,2.82,3.63,4.46,5.3,6.07,6.61,6.73
globe#ac_trim#linear#over#2500,globe#ac_trim#linear#over#2500#2#2#1,2,FL,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
globe#ac_trim#linear#over#2500,globe#ac_trim#linear#over#2500#2#2#1,2,Xt,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
globe#ac_trim#linear#over#2500,globe#ac_trim#linear#over#2500#2#2#1,2,Fd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
globe#ac_trim#linear#over#2500,globe#ac_trim#linear#over#2500#3#2.5#1.375,3,Cv,1.71,2.8,3.9,4.9,6.2,7.9,9.2,10.3,11.3,12.4
globe#ac_trim#linear#over#2500,globe#ac_trim#linear#over#2500#3#2.5#1.375,3,FL,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
globe#ac_trim#linear#over#2500,globe#ac_trim#linear#over#2500#3#2.5#1.375,3,Xt,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
globe#ac_trim#linear#over#2500,globe#ac_trim#linear#over#2500#3#2.5#1.375,3,Fd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
globe#ac_trim#linear#over#2500,globe#ac_trim#linear#over#2500#4#2.75#2.25,4,Cv,2.78,4.6,6.9,9.9,11.6,13.4,16.3,18.7,20.4,22.1
globe#ac_trim#linear#over#2500,globe#ac_trim#linear#over#2500#4#2.75#2.25,4,FL,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
globe#ac_trim#linear#over#2500,globe#ac_trim#linear#over#2500#4#2.75#2.25,4,Xt,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
globe#ac_trim#linear#over#2500,globe#ac_trim#linear#over#2500#4#2.75#2.25,4,Fd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
globe#ac_trim#linear#over#2500,globe#ac_trim#linear#over#2500#6#3.75#4.167,6,Cv,5.71,11.8,18.2,23.7,27.6,33.9,40.1,44.7,49.4,55.5
globe#ac_trim#linear#over#2500,globe#ac_trim#linear#over#2500#6#3.75#4.167,6,FL,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
globe#ac_trim#linear#over#2500,globe#ac_trim#linear#over#2500#6#3.75#4.167,6,Xt,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
globe#ac_trim#linear#over#2500,globe#ac_trim#linear#over#2500#6#3.75#4.167,6,Fd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
globe#ac_trim#linear#over#2500,globe#ac_trim#linear#over#2500#3#2.5#2.25,3,Cv,2.81,6,9.2,12.5,15.7,18.9,22.1,25.3,28.5,31.7
globe#ac_trim#linear#over#2500,globe#ac_trim#linear#over#2500#3#2.5#2.25,3,FL,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94
globe#ac_trim#linear#over#2500,globe#ac_trim#linear#over#2500#3#2.5#2.25,3,Xt,1,1,1,1,1,1,1,1,1,1
globe#ac_trim#linear#over#2500,globe#ac_trim#linear#over#2500#3#2.5#2.25,3,Fd,1,1,1,1,1,1,1,1,1,1
globe#ac_trim#linear#over#2500,globe#ac_trim#linear#over#2500#4#2.75#2.9,4,Cv,4.01,8.2,12.3,16.5,20.7,24.9,29,33.2,37.4,41.5
globe#ac_trim#linear#over#2500,globe#ac_trim#linear#over#2500#4#2.75#2.9,4,FL,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94
globe#ac_trim#linear#over#2500,globe#ac_trim#linear#over#2500#4#2.75#2.9,4,Xt,1,1,1,1,1,1,1,1,1,1
globe#ac_trim#linear#over#2500,globe#ac_trim#linear#over#2500#4#2.75#2.9,4,Fd,1,1,1,1,1,1,1,1,1,1
globe#ac_trim#linear#over#2500,globe#ac_trim#linear#over#2500#6#3.75#4.167,6,Cv,8.9,17.3,25.6,34,42.4,50.7,59.1,67.5,75.8,84.2
globe#ac_trim#linear#over#2500,globe#ac_trim#linear#over#2500#6#3.75#4.167,6,FL,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94
globe#ac_trim#linear#over#2500,globe#ac_trim#linear#over#2500#6#3.75#4.167,6,Xt,1,1,1,1,1,1,1,1,1,1
globe#ac_trim#linear#over#2500,globe#ac_trim#linear#over#2500#6#3.75#4.167,6,Fd,1,1,1,1,1,1,1,1,1,1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#2#1.5#1.785,2,Cv,3,7.7,13,17.8,22.3,26.4,31,35.3,39,42
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#2#1.5#1.785,2,FL,0.1,,,,,,,,,
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#2#1.5#1.785,2,Xt,0.516,0.602,0.604,0.61,0.607,0.618,0.608,0.607,0.612,0.608
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#2#1.5#1.785,2,Fd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#3#2#2.875,3,Cv,6,21,34.6,49,62.7,77,89.7,98.8,105,108
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#3#2#2.875,3,FL,1,1,1,1,1,1,1,1,1,1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#3#2#2.875,3,Xt,0.87,0.8,0.83,0.81,0.82,0.82,0.81,0.82,0.81,0.82
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#3#2#2.875,3,Fd,1,1,1,1,1,1,1,1,1,1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#3#2#2.875,3,Cv,6.57,24.1,42.1,58.9,74,86.8,97.4,105,110,111
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#3#2#2.875,3,FL,1,1,1,1,1,1,1,1,1,1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#3#2#2.875,3,Xt,0.727,0.61,0.56,0.558,0.588,0.641,0.687,0.723,0.738,0.772
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#3#2#2.875,3,Fd,1,1,1,1,1,1,1,1,1,1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#3.625,4,Cv,7.56,27.3,50.1,71.5,90.8,109,126,142,155,162
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#3.625,4,FL,1,1,1,1,1,1,1,1,1,1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#3.625,4,Xt,0.625,0.586,0.545,0.519,0.52,0.542,0.577,0.614,0.64,0.674
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#3.625,4,Fd,1,1,1,1,1,1,1,1,1,1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#3.6,4,Cv,13.3,28.1,43.7,60,76.3,92,106,118,127,134
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#3.6,4,FL,1,1,1,1,1,1,1,1,1,1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#3.6,4,Xt,0.527,0.554,0.578,0.561,0.559,0.569,0.58,0.61,0.652,0.679
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#3.6,4,Fd,1,1,1,1,1,1,1,1,1,1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#6#3#3.625,6,Cv,28.6,66.4,103,142,180,220,253,284,308,324
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#6#3#3.625,6,FL,1,1,1,1,1,1,1,1,1,1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#6#3#3.625,6,Xt,0.423,0.513,0.533,0.525,0.557,0.535,0.543,0.56,0.598,0.627
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#6#3#3.625,6,Fd,1,1,1,1,1,1,1,1,1,1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#6#3#5.4,6,Cv,31.4,63.7,95.3,127,159,190,219,241,257,266
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#6#3#5.4,6,FL,1,1,1,1,1,1,1,1,1,1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#6#3#5.4,6,Xt,0.572,0.556,0.549,0.551,0.544,0.55,0.555,0.594,0.637,0.672
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#6#3#5.4,6,Fd,1,1,1,1,1,1,1,1,1,1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#3#2#2.875,3,Cv,3,9,14.4,18.6,23.4,28.5,34.6,40.2,45,48.8
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#3#2#2.875,3,FL,1,1,1,1,1,1,1,1,1,1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#3#2#2.875,3,Xt,0.615,0.618,0.592,0.622,0.622,0.633,0.62,0.624,0.622,0.622
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#3#2#2.875,3,Fd,1,1,1,1,1,1,1,1,1,1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#3.6,4,Cv,10,20.1,30.3,40.9,51.9,63,74.2,85.1,95.4,105
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#3.6,4,FL,1,1,1,1,1,1,1,1,1,1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#3.6,4,Xt,0.527,0.554,0.578,0.561,0.559,0.569,0.58,0.61,0.652,0.679
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#3.6,4,Fd,1,1,1,1,1,1,1,1,1,1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#6#3#5.4,6,Cv,23.7,46.5,69,91.2,113,136,158,180,201,220
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#6#3#5.4,6,FL,1,1,1,1,1,1,1,1,1,1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#6#3#5.4,6,Xt,0.572,0.556,0.549,0.551,0.544,0.55,0.555,0.594,0.637,0.672
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#6#3#5.4,6,Fd,1,1,1,1,1,1,1,1,1,1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#3.625,4,Cv,8,20,30,40,52,62,73,82,88.9,88.9
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#3.625,4,FL,1,1,1,1,1,1,1,1,1,1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#3.625,4,Xt,0.591,0.531,0.524,0.517,0.513,0.509,0.517,0.527,0.522,0.522
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#3.625,4,Fd,1,1,1,1,1,1,1,1,1,1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#3.6,4,Cv,10.3,20.9,31.6,42.8,54.3,66,77.6,88.8,99.3,109
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#3.6,4,FL,1,1,1,1,1,1,1,1,1,1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#3.6,4,Xt,0.527,0.554,0.578,0.561,0.559,0.569,0.58,0.61,0.652,0.679
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#3.6,4,Fd,1,1,1,1,1,1,1,1,1,1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#6#3#5.625,6,Cv,13,30,50,69,87,107,125,143,160,166
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#6#3#5.625,6,FL,1,1,1,1,1,1,1,1,1,1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#6#3#5.625,6,Xt,0.577,0.58,0.548,0.552,0.563,0.545,0.554,0.552,0.555,0.554
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#6#3#5.625,6,Fd,0.087,0.051,0.042,0.034,0.031,0.028,0.026,0.024,0.022,0.022
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#6#3#5.4,6,Cv,25.4,50.4,75,99.3,124,148,173,196,218,236
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#6#3#5.4,6,FL,1,1,1,1,1,1,1,1,1,1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#6#3#5.4,6,Xt,0.572,0.556,0.549,0.551,0.544,0.55,0.555,0.594,0.637,0.672
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#6#3#5.4,6,Fd,1,1,1,1,1,1,1,1,1,1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#3.625,4,Cv,8,15,21.5,28,34.4,41,47.3,53.5,56.5,56.8
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#3.625,4,FL,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#3.625,4,Xt,0.526,0.516,0.53,0.53,0.539,0.535,0.54,0.538,0.54,0.54
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#3.625,4,Fd,0.14,0.11,0.079,0.064,0.06,0.053,0.047,0.046,0.042,0.042
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#3.6,4,Cv,7.66,14.5,21.2,28.1,35.2,42.4,49.8,57.3,64.8,72.4
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#3.6,4,FL,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#3.6,4,Xt,0.527,0.554,0.578,0.561,0.559,0.569,0.58,0.61,0.652,0.679
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#3.6,4,Fd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#6#3#5.375,6,Cv,8.3,20.5,33,44.3,57,69,83,96.5,108,112
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#6#3#5.375,6,FL,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#6#3#5.375,6,Xt,0.567,0.575,0.572,0.572,0.556,0.568,0.563,0.561,0.559,0.563
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#6#3#5.375,6,Fd,0.093,0.067,0.051,0.045,0.039,0.036,0.032,0.031,0.029,0.028
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#6#3#5.4,6,Cv,18.4,34.7,51,67,82.9,98.7,114,130,146,162
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#6#3#5.4,6,FL,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#6#3#5.4,6,Xt,0.572,0.556,0.549,0.551,0.544,0.55,0.555,0.594,0.637,0.672
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#6#3#5.4,6,Fd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#2.875,4,Cv,4,7.9,11.5,15.2,18.8,22.8,27,30.8,33.7,37.1
globe#an_trim#linear#under#900,globe#an_trim#linear#under#900#4#2#2.875,4,FL,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
