Valve Type,FCC Model ,Trim Type,Flow Char,Flow Dir,Unbal. / Bal.,Rating,Valve Size,Seat Bore ,Travel,Co-efficients,10,20,30,40,50,60,70,80,90,100,P_ID,P_ID2,
butterfly,20,do,mod_equal,down,N/A,300,30,30,90,Xt,0.51,0.55,0.55,0.53,0.47,0.4,0.33,0.26,0.23,0.23,butterfly#do#mod_equal#down#300,butterfly#do#mod_equal#down#300#30#90#30,
butterfly,20,do,mod_equal,down,N/A,300,30,30,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7,butterfly#do#mod_equal#down#300,butterfly#do#mod_equal#down#300#30#90#30,
butterfly,20,do,mod_equal,down,N/A,600,3,3,90,Cv,3,7,11,42,60,93,122,143,149,149,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#3#90#3,
butterfly,20,do,mod_equal,down,N/A,600,3,3,90,FL,0.71,0.75,0.77,0.81,0.79,0.71,0.62,0.49,0.59,0.59,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#3#90#3,
butterfly,20,do,mod_equal,down,N/A,600,3,3,90,Xt,0.275,0.33,0.481,0.516,0.487,0.361,0.275,0.19,0.231,0.231,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#3#90#3,
butterfly,20,do,mod_equal,down,N/A,600,3,3,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#3#90#3,
butterfly,20,do,mod_equal,down,N/A,600,4,4,90,Cv,5,27,41,63,86,135,190,244,271,271,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#4#90#4,
butterfly,20,do,mod_equal,down,N/A,600,4,4,90,FL,0.74,0.8,0.82,0.8,0.77,0.69,0.57,0.51,0.55,0.55,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#4#90#4,
butterfly,20,do,mod_equal,down,N/A,600,4,4,90,Xt,0.455,0.499,0.416,0.395,0.41,0.363,0.292,0.235,0.21,0.21,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#4#90#4,
butterfly,20,do,mod_equal,down,N/A,600,4,4,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#4#90#4,
butterfly,20,do,mod_equal,down,N/A,600,6,6,90,Cv,32,93,174,273,401,539,738,812,838,838,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#6#90#6,
butterfly,20,do,mod_equal,down,N/A,600,6,6,90,FL,0.78,0.81,0.79,0.80,0.74,0.68,0.59,0.58,0.57,0.57,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#6#90#6,
butterfly,20,do,mod_equal,down,N/A,600,6,6,90,Xt,0.42,0.43,0.43,0.37,0.36,0.30,0.28,0.21,0.21,0.21,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#6#90#6,
butterfly,20,do,mod_equal,down,N/A,600,6,6,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.70,0.70,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#6#90#6,
butterfly,20,do,mod_equal,down,N/A,600,8,8,90,Cv,77,180,301,472,687,940,1305,1469,1519,1519,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#8#90#8,
butterfly,20,do,mod_equal,down,N/A,600,8,8,90,FL,0.80,0.83,0.83,0.80,0.74,0.66,0.58,0.50,0.48,0.48,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#8#90#8,
butterfly,20,do,mod_equal,down,N/A,600,8,8,90,Xt,0.405,0.454,0.542,0.451,0.346,0.269,0.239,0.206,0.173,0.173,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#8#90#8,
butterfly,20,do,mod_equal,down,N/A,600,8,8,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.70,0.70,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#8#90#8,
butterfly,20,do,mod_equal,down,N/A,600,10,10,90,Cv,104,259,444,695,1009,1342,1769,1967,2011,2011,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#10#90#10,
butterfly,20,do,mod_equal,down,N/A,600,10,10,90,FL,0.8,0.83,0.83,0.8,0.74,0.66,0.58,0.5,0.48,0.48,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#10#90#10,
butterfly,20,do,mod_equal,down,N/A,600,10,10,90,Xt,0.505,0.714,0.672,0.557,0.465,0.339,0.243,0.187,0.155,0.155,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#10#90#10,
butterfly,20,do,mod_equal,down,N/A,600,10,10,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#10#90#10,
butterfly,20,do,mod_equal,down,N/A,600,12,12,90,Cv,172,391,660,1025,1505,2095,2790,3230,3419,3419,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#12#90#12,
butterfly,20,do,mod_equal,down,N/A,600,12,12,90,FL,0.8,0.86,0.87,0.8,0.75,0.66,0.55,0.5,0.48,0.48,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#12#90#12,
butterfly,20,do,mod_equal,down,N/A,600,12,12,90,Xt,0.451,0.636,0.595,0.494,0.414,0.303,0.217,0.167,0.138,0.138,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#12#90#12,
butterfly,20,do,mod_equal,down,N/A,600,12,12,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#12#90#12,
butterfly,20,do,mod_equal,down,N/A,600,14,14,90,Cv,169,382,697,1124,1686,2356,3204,3629,4197,4197,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#14#90#14,
butterfly,20,do,mod_equal,down,N/A,600,14,14,90,FL,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#14#90#14,
butterfly,20,do,mod_equal,down,N/A,600,14,14,90,Xt,0.51,0.55,0.55,0.53,0.47,0.4,0.33,0.26,0.23,0.23,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#14#90#14,
butterfly,20,do,mod_equal,down,N/A,600,14,14,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#14#90#14,
butterfly,20,do,mod_equal,down,N/A,600,16,16,90,Cv,222,522,1036,1602,2328,3193,4137,4807,4948,4948,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#16#90#16,
butterfly,20,do,mod_equal,down,N/A,600,16,16,90,FL,0.78,0.81,0.81,0.79,0.75,0.69,0.62,0.56,0.52,0.52,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#16#90#16,
butterfly,20,do,mod_equal,down,N/A,600,16,16,90,Xt,0.51,0.55,0.55,0.53,0.47,0.4,0.33,0.26,0.23,0.23,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#16#90#16,
butterfly,20,do,mod_equal,down,N/A,600,16,16,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#16#90#16,
butterfly,20,do,mod_equal,down,N/A,600,18,18    ,90,Cv,321,723,1276,2060,3119,4322,5887,7165,7370,7370,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#18#90#18,
butterfly,20,do,mod_equal,down,N/A,600,18,18    ,90,FL,0.78,0.81,0.81,0.79,0.75,0.69,0.62,0.56,0.52,0.52,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#18#90#18,
butterfly,20,do,mod_equal,down,N/A,600,18,18    ,90,Xt,0.51,0.55,0.55,0.53,0.47,0.4,0.33,0.26,0.23,0.23,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#18#90#18,
butterfly,20,do,mod_equal,down,N/A,600,18,18    ,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#18#90#18,
butterfly,20,do,mod_equal,down,N/A,600,20,20,90,Cv,459,1030,1701,2671,4012,5655,8194,9442,10179,10179,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#20#90#20,
butterfly,20,do,mod_equal,down,N/A,600,20,20,90,FL,0.78,0.81,0.81,0.79,0.75,0.69,0.62,0.56,0.52,0.52,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#20#90#20,
butterfly,20,do,mod_equal,down,N/A,600,20,20,90,Xt,0.51,0.55,0.55,0.53,0.47,0.4,0.33,0.26,0.23,0.23,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#20#90#20,
butterfly,20,do,mod_equal,down,N/A,600,20,20,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#20#90#20,
butterfly,20,do,mod_equal,down,N/A,600,24,24,90,Cv,565,1132,2057,3435,5345,7886,12194,14756,15790,15790,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#24#90#24,
butterfly,20,do,mod_equal,down,N/A,600,24,24,90,FL,0.78,0.81,0.81,0.79,0.75,0.69,0.62,0.56,0.52,0.52,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#24#90#24,
butterfly,20,do,mod_equal,down,N/A,600,24,24,90,Xt,0.51,0.55,0.55,0.53,0.47,0.4,0.33,0.26,0.23,0.23,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#24#90#24,
butterfly,20,do,mod_equal,down,N/A,600,24,24,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#24#90#24,
butterfly,20,do,mod_equal,down,N/A,600,30,30,90,Cv,1000,2115,3485,5572,8595,12506,19635,24656,27419,27419,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#30#90#30,
butterfly,20,do,mod_equal,down,N/A,600,30,30,90,FL,0.78,0.81,0.81,0.79,0.75,0.69,0.62,0.56,0.52,0.52,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#30#90#30,
butterfly,20,do,mod_equal,down,N/A,600,30,30,90,Xt,0.51,0.55,0.55,0.53,0.47,0.4,0.33,0.26,0.23,0.23,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#30#90#30,
butterfly,20,do,mod_equal,down,N/A,600,30,30,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7,butterfly#do#mod_equal#down#600,butterfly#do#mod_equal#down#600#30#90#30,
butterfly,21,to,mod_equal,down,N/A,150,3,3,90,Cv,3,8,12,46,67,103,135,155,159,159,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#3#90#3,
butterfly,21,to,mod_equal,down,N/A,150,3,3,90,FL,0.70,0.81,0.73,0.76,0.75,0.66,0.60,0.50,0.54,0.54,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#3#90#3,
butterfly,21,to,mod_equal,down,N/A,150,3,3,90,Xt,0.449,0.455,0.395,0.417,0.423,0.313,0.256,0.188,0.203,0.203,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#3#90#3,
butterfly,21,to,mod_equal,down,N/A,150,3,3,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.70,0.70,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#3#90#3,
butterfly,21,to,mod_equal,down,N/A,150,4,4,90,Cv,5,30,45,70,95,150,210,265,288,288,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#4#90#4,
butterfly,21,to,mod_equal,down,N/A,150,4,4,90,FL,0.72,0.84,0.79,0.75,0.71,0.63,0.58,0.53,0.55,0.55,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#4#90#4,
butterfly,21,to,mod_equal,down,N/A,150,4,4,90,Xt,0.445,0.471,0.481,0.417,0.370,0.276,0.225,0.191,0.196,0.196,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#4#90#4,
butterfly,21,to,mod_equal,down,N/A,150,4,4,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.70,0.70,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#4#90#4,
butterfly,21,to,mod_equal,down,N/A,150,6,6,90,Cv,40,120,202,305,428,588,845,971,989,989,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#6#90#6,
butterfly,21,to,mod_equal,down,N/A,150,6,6,90,FL,0.83,0.83,0.80,0.78,0.76,0.69,0.59,0.52,0.54,0.54,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#6#90#6,
butterfly,21,to,mod_equal,down,N/A,150,6,6,90,Xt,0.444,0.608,0.574,0.485,0.441,0.316,0.227,0.176,0.182,0.182,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#6#90#6,
butterfly,21,to,mod_equal,down,N/A,150,6,6,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.70,0.70,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#6#90#6,
butterfly,21,to,mod_equal,down,N/A,150,8,8,90,Cv,86,216,339,505,708,969,1340,1474,1532,1532,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#8#90#8,
butterfly,21,to,mod_equal,down,N/A,150,8,8,90,FL,0.79,0.83,0.82,0.79,0.73,0.66,0.58,0.51,0.48,0.48,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#8#90#8,
butterfly,21,to,mod_equal,down,N/A,150,8,8,90,Xt,0.413,0.567,0.534,0.449,0.409,0.295,0.213,0.164,0.170,0.170,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#8#90#8,
butterfly,21,to,mod_equal,down,N/A,150,8,8,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.70,0.70,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#8#90#8,
butterfly,21,to,mod_equal,down,N/A,150,10,10,90,Cv,143,348,542,796,1167,1660,2464,2720,2857,2857,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#10#90#10,
butterfly,21,to,mod_equal,down,N/A,150,10,10,90,FL,0.79,0.83,0.82,0.79,0.73,0.66,0.58,0.51,0.48,0.48,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#10#90#10,
butterfly,21,to,mod_equal,down,N/A,150,10,10,90,Xt,0.542,0.745,0.673,0.590,0.489,0.380,0.245,0.189,0.156,0.156,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#10#90#10,
butterfly,21,to,mod_equal,down,N/A,150,10,10,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.70,0.70,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#10#90#10,
butterfly,21,to,mod_equal,down,N/A,150,12,12,90,Cv,207,468,738,1110,1596,2248,3518,4045,4222,4222,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#12#90#12,
butterfly,21,to,mod_equal,down,N/A,150,12,12,90,FL,0.78,0.87,0.85,0.80,0.75,0.69,0.55,0.51,0.47,0.47,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#12#90#12,
butterfly,21,to,mod_equal,down,N/A,150,12,12,90,Xt,0.491,0.671,0.610,0.535,0.443,0.343,0.222,0.171,0.141,0.141,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#12#90#12,
butterfly,21,to,mod_equal,down,N/A,150,12,12,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.70,0.70,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#12#90#12,
butterfly,21,to,mod_equal,down,N/A,150,14,14,90,Cv,215,519,860,1338,1980,2868,4392,5020,5545,5545,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#14#90#14,
butterfly,21,to,mod_equal,down,N/A,150,14,14,90,FL,0.77,0.79,0.81,0.81,0.78,0.73,0.68,0.6,0.52,0.52,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#14#90#14,
butterfly,21,to,mod_equal,down,N/A,150,14,14,90,Xt,0.5,0.53,0.55,0.55,0.51,0.45,0.39,0.3,0.23,0.23,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#14#90#14,
butterfly,21,to,mod_equal,down,N/A,150,14,14,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#14#90#14,
butterfly,21,to,mod_equal,down,N/A,150,16,16,90,Cv,309,699,1135,1773,2630,3771,6087,7223,7679,7679,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#16#90#16,
butterfly,21,to,mod_equal,down,N/A,150,16,16,90,FL,0.77,0.79,0.81,0.81,0.78,0.73,0.68,0.60,0.52,0.52,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#16#90#16,
butterfly,21,to,mod_equal,down,N/A,150,16,16,90,Xt,0.500,0.530,0.550,0.550,0.510,0.450,0.390,0.300,0.230,0.230,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#16#90#16,
butterfly,21,to,mod_equal,down,N/A,150,16,16,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.70,0.70,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#16#90#16,
butterfly,21,to,mod_equal,down,N/A,150,18,18,90,Cv,402,933,1580,2382,3720,4553,7604,9103,9662,9662,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#18#90#18,
butterfly,21,to,mod_equal,down,N/A,150,18,18,90,FL,0.77,0.79,0.81,0.81,0.78,0.73,0.68,0.60,0.52,0.52,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#18#90#18,
butterfly,21,to,mod_equal,down,N/A,150,18,18,90,Xt,0.500,0.530,0.550,0.550,0.510,0.450,0.390,0.300,0.230,0.230,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#18#90#18,
butterfly,21,to,mod_equal,down,N/A,150,18,18,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.70,0.70,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#18#90#18,
butterfly,21,to,mod_equal,down,N/A,150,20,20,90,Cv,492,1118,1766,2705,4037,5893,9854,12056,12804,12804,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#20#90#20,
butterfly,21,to,mod_equal,down,N/A,150,20,20,90,FL,0.77,0.79,0.81,0.81,0.78,0.73,0.68,0.60,0.52,0.52,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#20#90#20,
butterfly,21,to,mod_equal,down,N/A,150,20,20,90,Xt,0.500,0.530,0.550,0.550,0.510,0.450,0.390,0.300,0.230,0.230,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#20#90#20,
butterfly,21,to,mod_equal,down,N/A,150,20,20,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.70,0.70,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#20#90#20,
butterfly,21,to,mod_equal,down,N/A,150,24,24,90,Cv,716,1466,2361,3692,5545,8215,14305,17681,19385,19385,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#24#90#24,
butterfly,21,to,mod_equal,down,N/A,150,24,24,90,FL,0.77,0.79,0.81,0.81,0.78,0.73,0.68,0.60,0.52,0.52,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#24#90#24,
butterfly,21,to,mod_equal,down,N/A,150,24,24,90,Xt,0.50,0.53,0.55,0.55,0.51,0.45,0.39,0.30,0.23,0.23,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#24#90#24,
butterfly,21,to,mod_equal,down,N/A,150,24,24,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.70,0.70,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#24#90#24,
butterfly,21,to,mod_equal,down,N/A,150,30,30,90,Cv,1112,2176,3573,5681,8620,12940,24128,31026,34182,34182,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#30#90#30,
butterfly,21,to,mod_equal,down,N/A,150,30,30,90,FL,0.77,0.79,0.81,0.81,0.78,0.73,0.68,0.60,0.52,0.52,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#30#90#30,
butterfly,21,to,mod_equal,down,N/A,150,30,30,90,Xt,0.50,0.53,0.55,0.55,0.51,0.45,0.39,0.30,0.23,0.23,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#30#90#30,
butterfly,21,to,mod_equal,down,N/A,150,30,30,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.70,0.70,butterfly#to#mod_equal#down#150,butterfly#to#mod_equal#down#150#30#90#30,
